光学字符识别	OCR
在此	herein
在线	online
在线证书状态协议	Online Certificate Status Protocol
在船上	aboard
在船中部	amidships
在船尾	abaft
在那之前	theretofore
在野外	afield
在高处	aloft
圩田	polder
圭亚那	Guiana|Guyana
圭尔夫	Guelph
地	gnd
地上	overground|aboveground
地下	subsurface|underground
地下三层	subcellar
地下二层	subbasement
地下墓穴	catacomb
地下室	basement|undercroft
地下室餐厅	rathskeller
地下水	groundwater
地下的	subterranean
地下通道	underpass
地下酒吧	speakeasy
地中海	Mediterranean
地中海化	Mediterraneanize|Mediterraneanization
地主	laird|landowner
地主阶级	landocracy
地产	estate
地产群	estates
地体	terrane
地区	locality|localities
地名学	toponymy
地名索引	gazetteer
地图	map
地图应用	OsmAnd
地图查询	MapQuest
地图集	atlas
地址	addr|address
地址印刷机	Addressograph
地垒	horst
地基	foundations
地壳	earthcrust
地壳均衡	isostasy
地壳的	crustal
地壳运动	diastrophism
地层	strata|stratum
地层学	stratigraphy
地峡	isthmus
地幔	mantle
地幔岩	mantlerock
地平线	horizon
地形	terrain|topography
地形上	topographically
地形学家	topographer
地形的	topographic|topographical
地形集	terrains
地役权	easement
地心的	geocentric
地拉那	Tirana
地方	place
地方主义	localism|provincialism
地方性的	endemic
地方法官	magistrate
地方法规	byelaw
地方自治局	zemstvo
地方行政	magistracy
地暖	hypocaust
地月间的	cislunar
地松鼠	spermophile
地板	floor
地标	landmark
地植物学	geobotany
地榆	burnet
地毯	rug|carpet
地点	situ|site
地热地	geothermally
地热学	geothermics
地热的	geothermal
地牢	dungeon|oubiette
地牢群	dungeons
地狱	hell|inferno
地狱之火	hellfire
地狱的	infernal
地狱般的	hellish
地狱般的地方	hellhole
地球	globe|Terra
地球人	Terran|Earthman
地球化	terraform
地球化学	geochemical|geochemistry
地球同步的	geosynchronous
地球同步轨道	GEO
地球物理学	geophysics
地球物理学家	geophysicist
地球物理的	geophysical
地球生物	terrestrials
地球的	telluric|terrestrial
地球科学	geoscience
地球空间	geospace
地球静止的	geostationary
地理	geo
地理IP	GeoIP
地理上	geographically
地理信息系统	GIS
地理学	geography
地理学家	geographer
地理的	geographic|geographical
地界	abuttals
地磁	geomagnetism
地磁的	geomagnetic
地窖	crypt|cellar
地精	goblin
地缘政治	geopolitics
地衣	lichen
地衣状的	lichenous
地衣紫	cudbear
地貌	landform
地貌学	physiography|geomorphology
地貌学家	physiographer
地质上	geologically
地质学	geology
地质学家	geologist
地质的	geologic|geological
地道地	idiomatically
地道的	idiomatic
地钱	liverwort
地铁	metro|subway
地震	seism|temblor
地震仪	tromometer|seismograph
地震图	seismogram
地震学	seismology
地震学家	seismologist
地震学的	seismological
地震检波器	geophone
地震的	seismic
地震计	seismometer
地面	ground
地鼠	gopher
场合	occasion|occasionings
场地	venue|grounds
场所	locale|premises
场景	scene
均分继承	gavelkind
均匀	evenness
均匀地	evenly|uniformly
均变论	uniformitarianism
均衡	equalizes|equalizing
均衡器	equaliser|equalizer
均衡的	equalized|isostatic
均质化	homogenize
坎伯兰	Cumberland
坎卡基	Kankakee
坎宁安	Cunningham
坎布里亚	cumbria
坎帕尼亚	campagna
坎帕拉	Kampala
坎波	campo
坎特伯雷	Canterbury
坎纳达语	Kannada
坎耶	kanye
坎菲尔德	Canfield
坎蒂莱那	cantilena
坎贝尔	Campbell
坎贝尔斯波特	Campbellsport
坎迪斯	Candace
坏	bad
坏名声	disrepute
坏死	necrosis
坏死的	necrotic
坏疽	gangrene|sphacelate
坏疽的	gangrenous
坏血病	scurvy
坏血病的	scorbutic
坐	sat|sit
坐标	ordinates|coordinates
坐禅	zazen
坐立不安	fidget
坐脸	facesitting
坐骨的	sciatic
坐骨神经痛	sciatica
坑	pit
坑洞	pits|pothole
块	lump|piece
块状的	blocky
块茎	tuber
块茎状的	tuberous
坚不可摧	impregnable
坚决	adamant|resoluteness
坚决地	adamantly|resolutely
坚决的	resolute
坚固	tuff|solid
坚固地	sturdily
坚固性	solidity
坚固的	sturdy
坚定	firmness|unshaken
坚定不移	unswerving
坚定地	firmly|stoutly
坚定的	firmed|staunch
坚实	solidness
坚忍的	stoic
坚持	insist|holdout
坚持地	persistently
坚持的	persistent
坚持者	stayer|persister
坚果	nut|nutten
坚果壳	nutshell
坚果签	nutpick
坚硬	flintiness|adamantine
坚硬地	flintily
坚硬的	hard|flinty
坚韧	wiry|wiriness
坚韧地	wirily
坚韧的	gritty|leathery
坟墓	tomb|sepulcher
坠子	sinker
坠石	dropstone
坡	poe
坡印廷	Poynting
坡莫合金	permalloy
坦佩	tempe
坦克	tank
坦噶尼喀	Tanganyika
坦塔罗斯	Tantalus
坦尼	Tenney
坦帕	Tampa
坦慕尼	Tammany
坦慕尼化	Tammanyize
坦普尔曼	Templeman
坦普尔顿	Templeton
坦桑尼亚	Tanzania
坦率	candor|candour
坦率地	frankly|candidly
坦率的	frank|candid
坦白	confess|confession
坦白的	confessed
坩埚	crucible
垂体	hypophysis
垂头丧气的	crestfallen
垂死	dying
垂死的	moribund
垂片	lappet
垂直	apeak|plumb
垂直地	perpendicularly
垂直性	verticality|verticalness
垂直的	vertical
垂直线	perpendiculars
垂肉	dewlap
垂饰	pendant
垃圾	junk|trash
垃圾场	dumps
垃圾堆	midden
垃圾填埋场	landfill
垃圾桶	ashcan|dustbin
垃圾的	rubbishy
垃圾般的	junky
垃圾车	dumpcart
垃圾进垃圾出	gigo
垃圾邮件	spam
垃圾邮件发送者	spammers
垄断	monopoly|monopolize
垄断的	monopolized|monopolistic
垄断者	monopolist|monopoliser
型锻	swage
垒手	baseman
垒球	softball
垫	pad
垫圈	gasket|washer
垫子	mat|pads
垫片	shim|spacer
垫脚石	stepstone
垮台	downfall|downfallen
垮掉派	beatnik
埃	angstrom
埃俄罗斯	Aeolus
埃克塔克罗姆	Ektachrome
埃克塞特	Exeter
埃克尔斯	Eccles
埃克斯	Akers
埃克斯特伦	Ekstrom
埃克森	Exxon
埃利奥特	Elliott
埃利斯	Ellis
埃加斯特	egast
埃及	Egypt
埃及人	Egyptians
埃及化	Egyptizes|Egyptianization
埃及学	Egyptology
埃及的	Egyptian
埃塞俄比亚	Ethiopia
埃塞俄比亚人	Ethiopians
埃塞俄比亚的	ethiopian
埃塞克斯	Essex
埃塞尔	Ethel
埃奇伍德	Edgewood
埃奇沃特	Edgewater
埃尔伍德	Ellwood
埃尔克哈特	Elkhart
埃尔利希	Ehrlich
埃尔南德斯	Hernandez
埃尔姆斯福德	Elmsford
埃尔姆赫斯特	Elmhurst
埃尔文的	elvan
埃尔斯沃思	Ellsworth
埃尔朗	Erlang
埃尔温	Erwin
埃尔登	Eldon
埃尔米特	Hermite
埃尔米特的	hermitian
埃尔维斯	Elvis
埃尔罗伊	Elroy
埃尔西	Elsie
埃尔西诺	Elsinore
埃尔迈拉	Elmira
埃尔金	Elgin
埃尔顿	Elton
埃尔默	Elmer
埃弗哈特	Everhart
埃弗里特	Everett
埃德	Ed
埃德加	Edgar
埃德娜	Edna
埃德温	Edwin
埃德温娜	Edwina
埃德蒙	Edmund
埃德蒙兹	Edmonds
埃德蒙森	Edmondson
埃德蒙顿	Edmonton
埃拉	Ella
埃拉托	Erato
埃拉托斯特尼	Eratosthenes
埃文	evan
埃文斯	Evans
埃文斯维尔	Evansville
埃文斯顿	Evanston
埃文森	Evensen
埃斯库多	escudo
埃斯库罗斯	Aeschylus
埃斯波西托	Esposito
埃斯特拉	Estella
埃斯蒂斯	Estes
埃斯马克	Esmark
埃普瑟姆	Epsom
埃本	Eben
埃杰顿	Edgerton
埃森	Essen
埃森化	Essenize
埃洛伊丝	Eloise
埃洛希姆	elohim
埃涅阿斯	Aeneas
埃涅阿斯纪	Aeneid
埃特纳火山	etna
埃琳娜	Elena
埃米利奥	Emilio
埃米尔	emir|Emil
埃米特	Emmett
埃米纳姆	eminem
埃罗尔	Errol
埃莉诺	Elinor|Eleanor
埃菲尔	Eiffel
埃达	edda
埃迪	Eddie
埃里克	Eric|Erik
埃里克森	Erikson|Erickson
埃里希	Erich
埃里森	Ellison
埃隆	elon
埃默里	Emory
埋	bury
埋头孔	countersink
埋葬	inter|entomb
埋葬者	burier
城垛	merlon|battlement
城堡	castle|alcazar
城堡主	castellan
城堡主楼	donjon
城堡状的	castellated
城市	city|cinity
城市化	citied|citify
城市学家	urbanologist
城市搜索	citysearch
城市景观	cityscape
城市的	urban
城邦	polis
城镇	town
城际	intercity|interurban
域名便宜	NameCheap
域名查询	whois
域名注册商	GoDaddy
域名系统	DNS|Domain Name System
域名系统安全扩展	DNSSEC
域名西洛	NameSilo
培养	foster|nurture
培养中	fostering
培养皿	petri
培根	bacon
培育的	bred
基于	based|basing
基于QUIC的DNS	DoQ|DNS over QUIC
基于中	predicating
基于时间的一次性密码	Time-based One-Time Password
基克拉泽斯	Cyclades
基准	benchmark
基准测试	benchmarking
基准的	fiducial
基列	Gilead
基加利	Kigali
基南	Keenan
基卡普	Kickapoo
基名	basename
基因	gen|gene
基因型	genotype
基因库	GenBank
基因组	genome
基因组学	genomics
基因组的	genomic
基多	Quito
基奇纳	kitchener
基奥瓦	Kiowa
基尔	Kiel
基尔布鲁	Killebrew
基尔戈	Kilgore
基尔霍夫	Kirchoff
基层	grassroots
基岩	bedrock
基布兹	kibbutz
基希纳	Kirchner
基带	baseband
基库尤	Kikuyu
基底	substrate
基底的	basilar
基座	pedestal
基弗	Kieffer
基德	Kidde
基德明斯特	kidderminster
基思	Keith
基数	radix|cardinality
基数性	cardinalities
基本上	basically
基本地	cardinally
基本的	Basic|elemental
基本输入输出系统	BIOS|Basic Input/Output System
基根	Keegan
基沃尼	Kewaunee
基沃斯库姆	Kewaskum
基洛夫	Kirov
基灵利	killingly
基点	bp
基瓦尼斯	Kiwanis
基督	Christ
基督城	christchurch
基督复临信徒	adventist
基督徒	Christian
基督教	Christianity
基督教化	Christianize|christianise
基督教化者	Christianizer
基督教界	Christendom
基督教青年会	YMCA
基督的	christi
基督般的	Christlike
基石	cornerstone
基础	base|basis
基础工作	spadework|groundwork
基础的	basal
基础知识	abc|ABC
基础设施	infrastructure
基米	Kimi
基线	baseline
基维特	Kiewit
基茨	kitts
基西米	kissimmee
基诺	keno
基诺沙	Kenosha
基辅	Kiev
基里巴斯	kiribati
基金持有人	fundholder
基顿	Keaton
堂	tong
堂亲	cousin
堂区委员	vestryman|churchwarden
堂吉诃德	Quixote
堂吉诃德式	Quixotism
堂守	verger
堆	pile|heap
堆叠	stacking
堆叠的	stacked
堆垛机	stacker
堆栈	stacks
堆积	heaping
堆积的	piled|heaped
堆肥	compost
堕胎	abortion
堕胎医生	abortionist
堕胎药	aborticide
堕落	depravity|depravation
堕落的	depraved
堕落者	reprobate
堡垒	fort|bulwark
堤坝	dike|Dyke
堤岸	embankment
堤道	causeway
堪培拉	Canberra
堪察加	Kamchatka
堪萨斯人	kansan
堪萨斯州	Kansas
堰	weir
堵塞	congest|chinked
堵塞的	jammed|clogged
堺	sakai
塑料	plastic
塑造	shaping
塑造者	shaper
塔	tower
塔克	Tucker
塔列朗	Talleyrand
塔利亚	Thalia
塔利班	taliban
塔勒	thaler
塔吉克斯坦	tajikistan
塔夫脱	Taft
塔尔博特	Talbot
塔尔萨	Tulsa
塔尼娅	Tanya
塔巴斯科	tabasco
塔布宁	tabnine
塔希提	Tahiti
塔庙	ziggurat
塔拉	Tara
塔拉哈奇	Tallahatchie
塔拉哈西	Tallahassee
塔拉胡萨	Tallahoosa
塔拉迪加	Talladega
塔斯卡卢萨	Tuscaloosa
塔斯卡罗拉	Tuscarora
塔斯基吉	Tuskegee
塔斯社	Tass
塔斯马尼亚	Tasmania
塔斯马尼亚的	tasmanian
塔木德	Talmud
塔木德主义	Talmudism
塔木德化	Talmudize|Talmudization
塔木德学者	talmudist
塔木德的	talmudic
塔架	pylon
塔楼	turret
塔特尔	Tuttle
塔状的	towery
塔科马	Tacoma
塔米	tammy
塔罗牌	tarot
塔西佗	Tacitus
塔贝尔	Tarbell
塔那那利佛	Tananarive
塔里敦	Tarrytown
塘鹅	gannet
塞万提斯	Cervantes
塞万提斯式	cervantine
塞住	gagging
塞克斯图斯	sextus
塞克罗皮亚	Cecropia
塞入	tuck
塞内加尔	Senegal
塞内卡	Seneca
塞勒姆	Salem
塞口物	gagger
塞多纳	sedona
塞奇威克	Sedgwick
塞好	tucked
塞子	stopper
塞尔弗里奇	Selfridge
塞尔柯克	Selkirk
塞尔温	Selwyn
塞尔玛	Selma|Thelma
塞尔维亚	Serbo-|Serbia
塞尔维亚人	Serbian
塞尔达	zelda
塞尚	Cezanne
塞巴斯蒂安	Sebastian
塞德里克	Cedric
塞戈维亚	Segovia
塞拉	Serra
塞拉尼斯	Celanese
塞拉芬	Serafin
塞擦音	affricate
塞文	Severn
塞斯特斯	sesterce
塞斯纳	Cessna
塞浦路斯	Cyprus
塞浦路斯人	Cypriot|Cyprian
塞满	cram
塞满的	stuffed
塞特	Seth
塞班	symbian
塞米勒米斯	Semiramis
塞米诺尔人	Seminole
塞纳河	seine
塞维利亚	Seville
塞缪尔	Samuel
塞缪尔斯	Samuels
塞耶	Thayer
塞舌尔	Seychelles
塞莱娜	Selena
塞莱斯特	Celeste
塞西尔	Cecil
塞西莉亚	Cecilia
塞贡多	Segundo
塞进	tucks
塞雷娜	serena
塞顿	seton
填充	fill|packing
填充物	filler|padding
填写	fillout
填字游戏	crossword
填料	wadding|stuffing
填缝	caulk
填缝工	caulker
填隙	calk
填隙工	calker
填鸭	cramming
填鸭者	crammer
墓地	cemetery|graveyard
墓志铭	epitaph
墓志铭集	epitaphs
墓碑	tombstone|headstone
墙	wall
墙壁	Walls
墙板	wallboard
墙粉	calcimine
墙草属	pellitory
墙角石	quoin
增亮剂	brightener
增删改查	CRUD|Create Read Update Delete
增加	augment|redound
增加中	incrementing
增加的	increased|augmented
增压	supercharge
增压器	supercharger
增塑剂	plasticiser|plasticizer
增大	greaten
增大的	bulked
增强	souped|buildup
增强中	potentiating
增强剂	intensifier|strengthener
增强器	XtraFinder
增强措施	buildups|enhancements
增强的	enhanced|enhancing
增援	reenforcement|reinforcements
增殖	proliferate|proliferation
增殖中	proliferating
增稠	thickening
增量	increment
增量器	incrementer
增量的	incremental
增长	growth|accretion
增音	epenthesis
墨兰波斯	Melampus
墨卡托	Mercator
墨台	inkstand
墨守成规	legalistic
墨守成规者	routineer
墨尔本	Melbourne
墨尔波墨涅	Melpomene
墨工	inker
墨染	inked
墨水	ink
墨水瓶	inkwell
墨涅拉俄斯	Menelaus
墨瓶	inkpot
墨盒	cartridge
墨粉	toner
墨索里尼	Mussolini
墨菲	Murphy
墨西哥	mex|Mexico
墨西哥人	Mexicans
墨西哥化	Mexicanize
墨西哥卷	taco
墨西哥卷饼	enchilada
墨西哥的	Mexican
墨角	inkhorn
墨迹	inkblot
墨鱼	cuttlefish
墨鱼骨	cuttlebone
墨黑	inkiness
墨黑的	inky
壁垒	rampart
壁宿一	Algenib
壁宿二	Alpheratz
壁板	siding
壁架	ledge
壁柱	pilaster
壁橱	closet
壁灯	sconce
壁炉	ingle|hearth
壁炉台	mantlepiece
壁炉架	mantel
壁画	mural|fresco
壁画照片	photomural
壁纸	wallpaper
壁纸引擎	Wallpaper Engine
壁虎	gecko
壕沟	fosse
壤土	loam
士兵	askari|soldier
士气	morale
士气低落	demoralization
士麦那	Smyrna
壮丽	grandeur|splendor
壮丽地	magnificently
壮丽的	magnificent
壮举	feat
壮实的	heavyset
壮工	navvy
壮汉	strapper
壮硕	hunky
壮观	spectacular|spectacularly
声乐	vocal
声光摄影	sonophotography
声发	sofar
声名狼藉地	infamously
声名狼藉的	infamous|disreputable
声呐	sonar
声威	audiovox
声子	phonon
声学上	acoustically
声学的	acoustic|acoustical
声明	avowal|statement
声明人	declarant
声明的	declaratory
声明者	declarator
声景	soundscape
声望	prestige
声源	pinger
声田	spotify
声码器	vocoder
声称	claim|allege
声称的	purported
声称者	purporter
声纳	asdic
声纹	voiceprint
声誉	renown|reputation
声调学	tonetics
声门	glottis
声门的	glottal
声霸卡	SoundBlaster
声音	voice|sound
声音奴隶	audioslave
声音的	sonic|phonic
壳斗	cupule
壶	jug
壶腹	ampulla
处于某种情况	circumstanced
处女	virgin
处女座	Virgo
处女时期	maidenhood
处女的	virginal
处女膜	hymen
处方	prescription
处理	dealt|handle
处理不当	mishandle
处理不当的	mishandled
处理器	handler|disposer
处理得当的	wellhandled
处理过的	processed
处罚	penalty|penalize
处罚中	penalizing
处置	dispose
备件	spares
备份	backup
备忘录	memo|tickler
备注	remarque
备用	spare|fallback
备货	stocked
备选方案	fallbacks
备鞍的	saddled
复习	brushup|refresher
复习资料	refreshers
复仇	avenge|revenge
复仇中	avenging
复仇主义	revanchism
复仇了	avenged
复仇女神	furies|Eumenides
复仇的	vengeful|revengeful
复仇者	avenger|revenger
复兴	revival|renascence
复兴的	renascent
复出	comeback
复制	copy|duplicate
复制中	copying|duplicating
复制品	ectype|reprod
复制器	reproducer
复制的	duplicati|duplicated
复印	Xeroxed|Xeroxes
复印件	photocopy|photocopies
复印机	copier|duplicator
复印的	photocopied
复发	recur|relapse
复发地	recurrently
复发的	recurrent|recrudescent
复古	retro|throwback
复合	compounding
复合体	complexes
复合材料	composites
复合派生	parasynthesis
复合的	composite|compounded
复合管	compactron
复合者	compounder
复合节奏	polyrhythm
复员	demobilise|demobilize
复审	rehear
复式公寓	maisonette|maisonnette
复折屋顶	mansard
复数	plural
复本位制	bimetallism
复本位制者	bimetallist
复杂	complex|intricacy
复杂化	sophistication
复杂化者	complicator
复杂地	complexly|intricately
复杂度	complexity
复杂性	complexities
复杂的	convoluted|complicated
复查	recheck
复活	resurrect|reanimate
复活的	redivivus
复活者	resurrector
复活节	Easter
复穿孔机	reperforator
复苏	revive|resurgence
复苏中	reviving
复苏器	resuscitator
复苏的	resurgent|resuscitative
复苏者	reviver
复苏过	revived
复调的	polyphonic
复调音乐	polyphony
复述	retell
复选框	checkbox
夏奇拉	shakira
夏威夷	Hawaii
夏威夷的	Hawaiian
夏娃	Eve
夏季	Summer|summertime
夏季的	estival|summery
夏尔巴人	sherpas
夏布利酒	Chablis
夏延	Cheyenne
夏延人	Cheyennes
夏日般	summerly
夏普	Sharpe
夏洛克	Shylock|Sherlock
夏洛克式的	Shylockian
夏洛特	Charlotte
夏洛茨维尔	Charlottesville
夏皮罗	Shapiro|Schapiro
夏眠	estivate|aestivate
外交	diplomacy
外交地	diplomatically
外交官	diplomat|diplomate
外交的	diplomatic
外人	outsider
外分泌	exocrine
外勤	outwork
外勤记者	legman
外包	outsource
外包装	overwrap
外化	externalise|externalize
外卖	takeout|carryout
外向	outgoing|extroversion
外向的	extroversive|extrovertsive
外向者	extrovert
外围	periphery|peripheries
外围地	peripherally
外围的	peripheral
外围设备	peripherals
外国人	wog|foreigner
外国佬	gringo
外国的	foreign
外国货	foreigns
外在主义	externalism
外在的	extrinsic
外壳	husk|shell
外套	coat
外婆	granny
外屋	outhouse
外展	outreach
外延地	epitaxially
外延的	epitaxial|denotative
外星	extraterrestrial
外星人	alien
外星人电脑	alienware
外来者	outlander
外毒素	exotoxin
外汇	forex
外派	expatriate|expatriation
外渗	extravasation
外源的	exogenous
外皮	rind|tegument
